"vendor_direct_ref","product_direct_ref","rule_id","type","category","enabled_by_default","prototype_enabled","record_type_direct_ref","tags","name","description"
"Google","Google Cloud Platform","MATCH-S00614","templated_match","Initial Access","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTechnique:T1552, _mitreAttackTechnique:T1552.004, _mitreAttackTechnique:T1552.005","GCP Audit KMS Activity","GCP KMS is an encryption and key management web service. Besides encrypting and decrypting data, users and administrators can use this service to create keys, manage keys etc. This signal indicates activity that enables and disables keys explicitly. This activity has been surveyed to be a low volume event and could be considered suspicious given other activity involving the entity. Additionally, monitoring for these events is required to achieve certain industry audit compliance."
"Google","Google Cloud Platform","MATCH-S00613","templated_match","Persistence","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTechnique:T1485, _mitreAttackTactic:TA0006, _mitreAttackTechnique:T1552, _mitreAttackTechnique:T1552.004, _mitreAttackTechnique:T1552.005","GCP Audit Key Deleted or Disabled","Deleting cryptographic key material managed by KMS can be risky. The risk is that after key material is deleted, cypher text may remain that is now indecipherable. This signal indicates that a key has been scheduled or canceled for deletion. This signal in context of other signals around this entity may describe a hostile pattern of attack."
"Google","Google Cloud Platform","MATCH-S00611","templated_match","Discovery","True","False","","_mitreAttackTactic:TA0043, _mitreAttackTactic:TA0007, _mitreAttackTechnique:T1526","GCP Audit ListQueues","This could indicate that an adversary is attempting to collect information for later attack. When successful, the List Queues event returns all queues that may be valid targets for further probing/attack."
"Google","Google Cloud Platform","MATCH-S00626","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTechnique:T1552, _mitreAttackTechnique:T1552.005, _mitreAttackTechnique:T1562, _mitreAttackTactic:TA0005, _mitreAttackTechnique:T1562.008, _mitreAttackTechnique:T1562.001","GCP Audit Logging Sink Modified","Detect when a change to a GCP logging sink has been made. This could stop audit logs from being sent."
"Google","Google Cloud Platform","MATCH-S00627","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTechnique:T1552, _mitreAttackTechnique:T1552.005, _mitreAttackTechnique:T1562, _mitreAttackTactic:TA0005, _mitreAttackTechnique:T1562.008, _mitreAttackTechnique:T1562.001","GCP Audit Pub/Sub Subscriber Modified","Detect when a change to a GCP Pub/Sub Subscription has been made. This could stop audit logs from being sent."
"Google","Google Cloud Platform","MATCH-S00628","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTechnique:T1552, _mitreAttackTechnique:T1552.005, _mitreAttackTechnique:T1562, _mitreAttackTactic:TA0005, _mitreAttackTechnique:T1562.008, _mitreAttackTechnique:T1562.001","GCP Audit Pub/Sub Topic Deleted","Detect when a GCP Pub/Sub Subscribtion has been deleted. This could stop audit logs from being sent."
"Google","Google Cloud Platform","THRESHOLD-S00088","threshold","Unknown/Other","True","False","","_mitreAttackTactic:TA0007, _mitreAttackTechnique:T1069, _mitreAttackTechnique:T1087, _mitreAttackTechnique:T1526, _mitreAttackTechnique:T1087.004, _mitreAttackTechnique:T1069.003","GCP Audit Reconnaissance Activity","This signal identifies GCP API GET and LIST actions that when observed in combination could indicate an actors intent to enumerate the environment. These events are generally benign, and occur during normal operations. Use this signal as context around an unfolding security story."
"Google","Google Cloud Platform","MATCH-S00612","templated_match","Collection","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTechnique:T1552, _mitreAttackTechnique:T1552.004, _mitreAttackTechnique:T1552.005","GCP Audit Secrets Manager Activity","Administrative changes to the GCP Secrets Manager aren't overtly hostile, but are generally low volume and can be considered sensitive. These signals highlight when these actions occur and can be used in context of other suspicious activity to raise the risk of a hostile entity. Several Secrets Manager API actions are included and assessed as sensitive."
"Google","Google Cloud Platform","THRESHOLD-S00089","threshold","Initial Access","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTechnique:T1552, _mitreAttackTechnique:T1552.005","GCP Audit Unauthorized API Calls","An IAM account sent multiple requests to perform a wide distinct number of GCP Cloud actions in a short time frame while receiving the error codes. This could indicate an account attempting to enumerate their access across the GCP account."
"Google","Google Cloud Platform","MATCH-S00618","templated_match","Discovery","True","False","","_mitreAttackTactic:TA0007, _mitreAttackTechnique:T1526, _mitreAttackTechnique:T1069, _mitreAttackTechnique:T1087, _mitreAttackTechnique:T1087.004, _mitreAttackTechnique:T1069.003","GCP Bucket Enumerated","Detects when a service account lists out GCS buckets."
"Google","Google Cloud Platform","MATCH-S00619","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0009, _mitreAttackTechnique:T1530","GCP Bucket Modified","Detect when an administrative change to a GCS Bucket has been made. This could change the retention policy or bucket lock."
"Google","Google Cloud Platform","MATCH-S00616","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0009, _mitreAttackTechnique:T1530","GCP Bucket Open","A GCP request occurred to either create a new public or open bucket. While there are some use cases for GCP S3 public buckets, most are generally private. The security operations center should have a strong understanding of which buckets are allowed to be public."
"Google","Google Cloud Platform","MATCH-S00617","templated_match","Initial Access","True","False","","_mitreAttackTechnique:T1190, _mitreAttackTactic:TA0001, _mitreAttackTactic:TA0008, _mitreAttackTactic:TA0004, _mitreAttackTechnique:T1068","GCP GCPloit Exploitation Framework Used","Generates a signal when the GCPloit exploitation framework is detected. This framework can be used to escalate privileges and move laterally from compromised high privilege accounts."
"Google","Google Cloud Platform","CHAIN-S00013","chain","Initial Access","True","False","","_mitreAttackTactic:TA0001, _mitreAttackTechnique:T1212","GCP IDS Detection Followed by API Call","Detects a GCP IDS hit followed by an API call, indicating the source IP was able to gain access to GCP."
"Google","Google Cloud Platform","MATCH-S00709","templated_match","Defense Evasion","True","False","","_mitreAttackTechnique:T1612, _mitreAttackTactic:TA0005","GCP Image Creation","Detects the creation of an image in GCP."
"Google","Google Cloud Platform","MATCH-S00710","templated_match","Impact","True","False","","_mitreAttackTactic:TA0040, _mitreAttackTechnique:T1485","GCP Image Deletion","Detects the deletion of an image in GCP."
"Google","Google Cloud Platform","THRESHOLD-S00104","threshold","Discovery","True","False","","_mitreAttackTactic:TA0007, _mitreAttackTechnique:T1526","GCP Image Discovery","Detects various discovery commands used for images in GCP."
"Google","Google Cloud Platform","MATCH-S00711","templated_match","Persistence","True","False","","_mitreAttackTechnique:T1525, _mitreAttackTactic:TA0003","GCP Image Modification","Detects the modification of an image in GCP."
"Google","Google Cloud Platform","MATCH-S00712","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1578, _mitreAttackTechnique:T1578.002","GCP Instance Creation","Detects the creation of an instance in GCP."
"Google","Google Cloud Platform","MATCH-S00713","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1578, _mitreAttackTechnique:T1578.003","GCP Instance Deletion","Detects the deletion of an instance in GCP."
